Aluminium,Elevation,Nitrogen,Organic Carbon,PH,Soil Moisture,Texture,Variance,Yield,cluster
55,1777,93,4,60,9.997665405,4,0.005979293026,1.960649967,4
55,2003,92,4,58,17.2395401,4,0.1495622844,2.508949995,2
46,243,54,2,65,7.74776125,6,0.03214529902,0.7684999704,1
47,1145,70,2,64,4.234931946,3,0.005298334174,1.163100004,4
54,1155,71,2,64,18.11284447,4,0.01422829926,1.555349946,4
48,1195,59,2,68,10.61869431,6,0.01056261361,1.307700038,1
48,1346,55,2,60,7.908875465,6,0.01881243847,1.158400059,1
51,1302,70,2,58,10.11738777,6,0.04953818768,1.291949987,4
59,1656,113,5,55,10.63206768,1,0.07030412555,1.375699997,3
57,1870,89,5,56,15.75392628,4,0.01168140583,1.844900012,2
56,2379,120,5,59,11.64798927,4,0.0610005036,1.799250007,3
51,1086,85,2,62,13.50076485,1,0.02837720327,1.421599984,4
55,2511,133,8,56,16.12587166,4,0.2702002525,2.823750019,3
53,1241,64,4,58,18.32628441,6,0.02417450212,1.537549973,2
56,2310,113,4,60,10.34131336,4,0.02276131697,1.708549976,3
45,12,72,2,64,5.982233524,6,0.01436329354,1.132500052,1
56,2055,119,5,55,18.08596802,1,0.3484588563,2.639349937,0
50,1670,87,3,65,16.17746353,1,0.6598234177,3.55734992,0
49,851,68,3,63,4.297014713,4,0.008451874368,1.231649995,1
47,119,52,2,66,3.873099566,9,0.007664696779,1.141199946,1
56,2441,118,6,54,19.58197975,1,0.4194177687,3.517299891,0
55,1360,71,5,56,22.86232758,1,0.02533696592,1.802299976,2
51,1091,61,2,64,4.803740501,6,0.02196076326,0.8768000007,1
57,1952,112,5,56,22.41001701,1,0.09659872204,2.505899906,2
56,1461,68,5,55,21.88551903,4,0.04711990431,2.006000042,2
43,594,61,2,65,4.749230862,6,0.008613123558,0.8051000237,1
55,1259,74,4,57,22.06632042,1,0.003699771361,1.672049999,2
47,982,57,2,63,6.846814632,6,0.04324001446,1.343950033,1
53,1336,76,4,62,14.86999321,3,0.01455045771,1.32190001,4
54,2640,123,7,59,16.99972534,4,0.06086632237,1.296849966,3
50,1867,89,4,67,8.919608116,4,0.01209837385,1.448050022,4
47,1100,58,2,61,5.32907486,6,0.01133295614,0.9681500196,1
52,1582,96,6,61,13.96080685,4,0.5729493499,3.410900116,0
46,546,59,2,63,4.616046906,6,0.005439484492,0.8964999914,1
47,932,68,2,62,5.05257988,3,0.005011770409,0.9627000093,1
51,2119,91,3,66,9.759883881,4,0.006743446924,1.665949941,4
43,24,72,2,64,6.372194767,9,0.02846673317,1.357249975,1
46,43,73,2,65,5.248128891,6,0.0148109952,1.184800029,1
45,617,57,2,64,4.643328667,6,0.0313366726,1.218250036,1
50,1125,81,3,59,11.05469418,1,0.04158953205,1.398000002,4
51,1633,76,4,58,6.495947361,3,0.01139539294,1.222300053,4
46,839,62,2,66,5.726442337,6,0.00457927119,1.020699978,1
56,1817,82,7,59,18.35881233,6,0.04354050756,1.605649948,2
43,646,67,2,63,5.005792141,6,0.006439598743,0.9904999733,1
51,724,85,3,68,11.45661259,4,0.03869836405,1.675549984,4
45,645,61,3,64,4.873876572,6,0.004345470108,0.8711500168,1
56,1464,63,5,56,22.86232758,4,0.0122764064,1.818349957,2
56,1685,92,5,57,19.17979622,1,0.01843199134,1.614750028,2
50,1782,77,4,66,10.77744102,4,0.01796539687,1.254500031,4
57,1793,90,4,61,18.35881233,4,0.01404462475,1.763299942,2
58,1500,108,5,55,10.97380257,1,0.06683728099,1.369199991,3
47,160,62,2,61,6.394533634,6,0.02181184851,1.330150008,1
47,934,62,2,63,6.846814632,6,0.03531813622,1.29155004,1
44,838,58,2,65,5.208451271,6,0.002477267757,1.034850001,1
49,2558,122,8,54,12.13683319,4,0.01424054429,1.910549998,3
50,910,81,2,59,7.766949654,1,0.03673447669,1.630550027,4
56,1461,95,5,59,6.669222355,1,0.06118771434,1.494300008,2
45,590,60,2,66,5.005792141,6,0.01179751847,1.216799974,1
57,1828,90,5,56,18.35881233,1,0.0249940753,1.67869997,2
45,2140,123,6,56,16.75114441,4,0.005663114134,1.956900001,3
46,530,56,2,66,4.734521866,6,0.004660713021,0.8017500043,1
47,1167,69,2,60,5.945804596,6,0.009981328622,1.225749969,1
58,1367,97,5,55,12.91508484,1,0.04377838597,1.375499964,2
52,1596,100,5,63,15.18422127,4,0.5604619384,2.814549923,0
46,877,55,2,64,4.854311943,6,0.003317157738,0.9196500182,1
48,557,65,2,70,4.734521866,6,0.003781405743,0.8874499798,1
56,1822,98,5,57,19.17979622,1,0.011555776,1.615700006,2
58,2261,128,5,60,9.580809593,1,0.02953278087,1.652150035,3
47,793,70,2,66,7.766949654,1,0.02624992281,1.456550002,4
54,1817,74,2,64,18.25143433,3,0.02588219009,1.636350036,4
58,1838,117,5,56,17.52159691,1,0.3467732072,2.773999929,0
53,2027,85,4,63,9.580809593,4,0.02017052285,1.671949983,4
52,1199,105,5,58,8.634547234,4,0.03252369165,1.245249987,4
45,106,56,2,76,4.568655968,6,0.004661614541,0.9700499773,1
45,24,82,2,67,3.873099566,6,0.009466289543,1.388900042,1
58,1750,110,8,55,20.81811714,1,0.0110420892,1.611199975,3
57,1724,77,6,56,20.57894135,1,0.01064907387,1.920349956,2
47,24,86,2,66,0.6350000501,6,0.014188339,1.131950021,1
55,1425,69,4,56,22.78585052,1,0.02797476016,1.852599978,2
56,1783,82,4,58,21.88551903,1,0.1145141348,2.146349907,2
58,1360,111,4,56,13.87384796,1,0.05321771652,1.345549941,2
47,142,60,2,61,6.394533634,6,0.04239761457,1.609699965,1
47,791,62,2,62,5.208451271,6,0.01108945906,0.9230999947,1
48,88,65,2,64,5.248128891,9,0.008791822009,1.270249963,1
55,1354,74,4,59,12.24644375,1,0.01071291696,1.448150039,2
57,1239,84,3,61,13.50076485,1,0.02528171986,1.413450003,2
51,1635,77,3,59,6.495947361,3,0.01076258626,1.200350046,4
45,653,58,2,64,4.508432388,6,0.008935546502,1.260349989,1
48,1080,66,2,62,11.19084549,3,0.01649633981,1.284850001,4
48,279,52,2,68,7.74776125,6,0.01050397102,0.726450026,1
47,25,77,2,61,9.543818474,6,0.009368846193,1.218700051,1
55,1812,91,4,62,6.469658852,1,0.02731532045,1.890900016,4
53,1278,85,5,61,25.39999962,4,0.0110493768,1.309800029,2
47,873,71,2,65,4.854311943,6,0.006530313753,0.9175999761,1
59,1482,109,5,55,10.97380257,1,0.06544722617,1.377500057,3
56,2214,121,6,56,17.52159691,1,0.3063158095,2.628700018,0
47,1211,60,2,59,5.276130676,6,0.03266418353,1.331550002,1
57,1707,100,6,56,18.14617348,1,0.02278329059,1.628350019,2
47,612,47,2,69,4.734521866,6,0.002664949978,0.8590499759,1
49,1258,78,3,70,6.255380154,1,0.03682485595,1.612699986,4
45,1042,53,2,64,6.637675762,6,0.03918769211,1.203500032,1
57,1914,87,3,57,17.35907745,1,0.007477447391,2.02944994,2
53,1149,80,2,63,18.11284447,1,0.01331855729,1.494850039,2
45,7,65,0,70,5.248128891,9,0.01641380787,1.457900047,1
44,649,54,2,61,5.086588383,6,0.01799898408,1.224799991,1
47,856,53,1,66,6.846814632,6,0.02832758054,1.409450054,1
56,1787,120,8,55,18.14617348,1,0.01364003122,1.595900059,3
56,2125,103,5,57,19.86532021,1,0.4929656982,3.542249918,0
57,2332,101,5,64,9.580809593,1,0.04166403785,1.866350055,3
54,2125,116,6,59,19.58197975,1,0.3776868582,2.895349979,0
46,738,61,2,71,7.68307972,6,0.01510945056,1.309649944,1
54,1179,73,3,63,0.6350000501,6,0.01348506846,1.378700018,4
57,1924,113,7,57,20.81811714,1,0.02087760717,1.812299967,3
45,1220,45,3,61,4.643328667,6,0.01324773487,1.129099965,1
44,1231,57,2,62,4.530303001,6,0.01564336196,1.156499982,1
44,95,44,1,73,4.568655968,6,0.005312344525,0.9009500146,1
48,594,55,2,66,4.880426884,6,0.003069071798,0.9016000032,1
54,1203,89,4,57,12.91508484,1,0.04226077348,1.304049969,2
52,1989,92,3,64,6.606188297,4,0.01778236032,1.687350035,4
48,614,55,1,69,6.537003994,6,0.00953019876,1.189450026,1
58,1993,131,7,55,20.81811714,1,0.01588165388,1.772050023,3
50,1637,71,2,74,10.85290432,4,0.04518167675,1.29369998,4
54,1227,73,3,56,20.47533417,1,0.03649767488,1.853350043,2
56,1427,82,5,57,17.47557831,1,0.003283422906,1.590950012,2
47,171,56,2,60,5.898396492,6,0.02970669232,1.607849956,1
45,88,54,2,74,4.568655968,6,0.006966473535,0.9493499994,1
44,935,67,3,60,4.873876572,6,0.008776489645,0.9427499771,1
48,977,63,2,66,4.874920368,6,0.002100640675,1.01154995,1
56,1314,70,4,55,22.78585052,1,0.03126876056,1.813050032,2
54,1194,86,3,58,18.79302979,4,0.01128176507,1.425999999,2
55,1989,91,5,56,19.92481995,1,0.3490677476,3.436300039,0
49,1101,60,2,64,6.153415203,6,0.006123082247,0.9412000179,1
47,733,55,2,66,7.301342487,6,0.01899843663,1.314200044,1
55,1333,73,5,56,22.78585052,1,0.01748361811,1.866350055,2
48,1205,58,2,57,5.32907486,6,0.05087275431,1.583649993,1
47,1254,62,2,58,5.945804596,6,0.01370140631,1.362300038,1
57,1419,72,4,55,22.78585052,1,0.02477720007,1.863000035,2
54,1742,102,5,57,6.495947361,1,0.03547341377,1.122200012,3
56,1963,102,7,58,20.53647995,1,0.2860403061,3.110300064,0
58,1893,116,6,56,20.11994362,1,0.0140651213,2.006400108,3
46,16,68,2,65,5.982233524,6,0.009972131811,1.232900023,1
45,249,52,2,66,7.74776125,6,0.01187802106,1.163349986,1
49,970,64,2,67,4.874920368,6,0.005312118214,1.133299947,1
45,1025,73,2,64,4.234931946,3,0.03374809027,1.527750015,1
46,582,59,2,68,4.880426884,6,0.01393508818,0.9310500026,1
52,1152,79,2,59,10.63206768,3,0.06250455976,1.392249942,4
56,1903,87,4,62,18.25143433,1,0.02114837989,1.812450051,2
45,239,57,2,65,8.001791954,6,0.02030679397,1.185700059,1
55,2346,107,5,57,19.86532021,1,0.3727154136,3.538000107,0
56,2065,125,7,57,13.96080685,1,0.6532811522,3.565900087,0
46,708,60,2,65,4.297014713,6,0.006587549113,0.8518999815,1
56,2345,114,5,57,18.08596802,4,0.5829663277,3.79824996,0
48,149,70,2,64,4.577061176,6,0.01475503109,1.244250059,1
58,1657,110,5,56,18.14617348,1,0.01064217649,1.639299989,2
47,214,56,2,61,5.898396492,6,0.03550552577,1.309000015,1
57,2404,120,6,58,16.18502426,4,0.382522583,3.202300072,0
47,18,77,4,61,9.543818474,6,0.009956346825,1.248149991,1
60,1746,111,5,55,15.74886227,1,0.05705942586,1.34860003,3
44,247,57,2,63,7.74776125,9,0.01466221083,1.13259995,1
45,288,47,2,66,5.596578121,6,0.03076055832,1.19054997,1
57,1850,132,8,53,18.14617348,1,0.02558851428,1.73605001,3
50,1099,87,4,65,12.68012905,1,0.4575634301,3.339699984,0
50,1341,78,3,60,11.19084549,6,0.05490567535,1.370000005,4
48,685,70,2,63,7.301342487,6,0.01829367317,1.441650033,1
51,1585,79,4,63,16.17746353,1,0.5065692663,3.425250053,0
46,508,64,2,66,4.335567951,6,0.01198195573,1.255300045,1
46,95,66,2,66,3.873099566,6,0.02062023804,1.124850035,1
49,2471,146,8,54,16.75114441,4,0.006495386362,2.046750069,3
48,719,63,2,63,7.301342487,6,0.02802953683,1.349400043,1
57,1501,98,6,55,11.69568157,1,0.003069697646,1.590600014,3
59,1616,108,5,56,10.63206768,1,0.06232027337,1.313249946,3
56,2208,117,5,55,19.58197975,1,0.3964400589,3.230700016,0
45,222,53,2,70,7.637937546,9,0.01707722247,0.724150002,1
47,722,56,2,66,5.912354946,6,0.01464632619,1.134250045,1
50,2002,77,4,66,9.387795448,3,0.01738816686,1.657950044,4
47,116,47,2,69,3.873099566,9,0.02505152673,0.864199996,1
43,774,68,2,60,5.142932415,6,0.003715766128,0.8737499714,1
47,139,57,2,67,5.36279583,6,0.02262373827,1.144749999,1
50,1581,91,3,64,16.17746353,4,0.7388381958,3.540699959,0
54,2548,143,7,56,16.12587166,4,0.2409168333,2.67595005,3
58,1916,113,5,56,20.57894135,1,0.02176682092,1.916849971,3
47,747,54,1,65,6.959218502,6,0.02558485605,1.233199954,1
57,2595,129,5,59,10.31520844,4,0.07733540237,1.71115005,3
56,1900,113,5,56,17.2395401,1,0.005533184391,2.119699955,3
57,1872,112,5,57,17.52159691,1,0.2874797583,2.767800093,0
47,346,59,2,66,6.545280933,6,0.01590901241,1.054550052,1
58,1338,91,5,58,13.50076485,1,0.0468121469,1.442399979,2
47,507,59,2,68,4.616046906,6,0.002142766258,0.8589000106,1
55,2125,100,5,62,7.377353191,4,0.02249835432,1.631749988,4
44,866,65,2,60,4.873876572,6,0.01569162495,1.231950045,1
56,1842,78,4,59,18.35881233,6,0.0110700177,1.720749974,2
50,1765,75,6,58,7.467814445,6,0.0153449662,1.203999996,4
55,1415,74,5,56,22.86232758,1,0.01331337541,1.87954998,2
44,750,53,2,61,4.621278763,6,0.01971584372,1.140349984,1
48,1995,76,4,69,6.115169525,6,0.01409029029,1.614949942,4
46,733,72,2,62,4.749230862,6,0.00344524323,0.9222499728,1
56,1862,89,4,59,18.35881233,6,0.02607203461,1.749250054,2
44,8,85,2,61,9.543818474,6,0.01518378593,1.264350057,1
47,1982,83,3,68,6.115169525,6,0.01533238962,1.632650018,4
47,1165,66,2,73,6.255380154,4,0.001576361712,1.013599992,1
44,198,50,2,63,7.74776125,9,0.02106879652,0.9627000093,1
46,81,69,3,61,8.570746422,6,0.02696955949,1.438599944,1
55,1459,82,5,59,11.69568157,1,0.007211450487,1.538499951,2
54,1258,73,4,67,18.32628441,6,0.01511957496,1.40474999,4
42,1069,58,2,59,4.234931946,6,0.01332966331,0.9061999917,1
52,994,91,4,59,6.153415203,6,0.02206799574,1.086549997,4
45,772,44,2,65,6.190820217,6,0.01359525602,1.14715004,1
50,1415,79,3,56,7.908875465,3,0.03744194284,1.358450055,4
48,215,78,2,59,6.565292358,6,0.01948886923,1.035249949,1
45,749,72,2,65,7.68307972,6,0.02721432224,1.499050021,1
48,869,83,3,62,7.766949654,1,0.03482839465,1.439650059,4
59,1540,116,5,54,10.97380257,1,0.05522204563,1.434599996,3
50,1891,103,4,58,17.2395401,1,0.008944545873,2.011499882,2
44,1006,66,2,60,5.05257988,6,0.004105537664,1.01030004,1
46,796,56,2,65,6.846814632,6,0.04521104321,1.343299985,1
52,1300,90,5,64,15.18422127,1,0.5306923985,3.373049974,0
48,130,67,2,63,5.248128891,6,0.009973185137,1.26730001,1
51,1002,88,3,59,7.766949654,1,0.03062738106,1.334200025,4
58,2450,124,6,61,9.457807541,4,0.1413781643,1.767650008,3
47,804,61,2,62,5.726442337,6,0.003845487256,0.8945999742,1
57,2729,112,7,55,17.76881218,4,0.4361257255,2.91140008,0
46,738,75,3,61,4.643328667,6,0.006534842309,0.9571499825,1
49,1282,78,3,70,6.669222355,1,0.03220919147,1.544800043,4
55,1460,66,5,58,22.86232758,1,0.0174610801,1.813799977,2
53,2443,106,6,60,15.15795326,4,0.01844787411,1.629799962,3
53,1069,90,4,58,7.766949654,1,0.0461070016,1.349750042,4
51,1023,71,3,64,6.153415203,6,0.0141693363,0.9011499882,1
47,637,58,2,68,7.585030556,6,0.01204693224,1.227699995,1
56,1271,90,4,59,20.47533417,1,0.02974192612,1.811699986,2
49,563,55,2,65,6.537003994,6,0.009036898613,1.150050044,1
58,2428,125,5,59,16.18502426,4,0.2064977139,2.435349941,3
55,1223,75,4,58,20.47533417,4,0.04095597938,1.792600036,2
50,1938,83,4,69,8.919608116,6,0.01662132703,1.384449959,4
53,1422,95,3,59,5.56032896,6,0.05510991812,1.652549982,4
54,1145,80,3,61,18.11284447,1,0.01967973635,1.512050033,2
50,960,86,3,60,7.766949654,1,0.01953086443,1.466650009,4
55,1227,70,3,56,22.06632042,1,0.02516890876,1.681550026,2
43,500,66,2,64,4.335567951,6,0.0112816859,0.9960500002,1
44,945,51,2,65,5.912354946,6,0.01139556151,1.181650043,1
45,622,56,2,63,5.29102087,6,0.004841930233,0.8385000229,1
46,55,70,2,59,6.394533634,6,0.02640200593,1.376250029,1
49,1370,66,3,58,6.495947361,6,0.0142236976,1.159100056,1
48,1170,58,2,59,11.05469418,4,0.0455728434,1.386649966,1
44,983,50,2,63,5.912354946,6,0.01123397704,1.220149994,1
58,1731,117,6,55,14.79787159,1,0.05050558969,1.36954999,3
50,2129,110,5,64,6.775710106,4,0.03503984585,1.90775001,4
54,2119,111,5,58,19.58197975,1,0.3523419797,2.63499999,0
44,9,65,2,67,5.982233524,6,0.006084789988,1.096549988,1
48,408,56,2,67,6.663610458,6,0.005014583003,1.185199976,1
49,818,79,2,61,7.766949654,1,0.02712788805,1.361449957,4
46,1339,64,3,62,4.530303001,6,0.008033994585,1.230550051,1
58,1424,100,4,54,12.91508484,1,0.02793444879,1.344550014,2
55,2055,103,5,58,17.35907745,1,0.01864911057,2.046700001,3
48,1969,86,3,68,6.115169525,6,0.007928926498,1.611449957,4
46,866,80,2,60,5.142932415,6,0.004319344182,0.8596000075,1
57,1823,92,6,56,20.11994362,1,0.007047832012,2.12864995,2
56,2098,95,5,55,20.53647995,1,0.3366164267,2.856450081,0
44,729,54,2,61,5.142932415,6,0.002939216327,0.8730499744,1
53,1988,90,3,63,8.606864929,1,0.04391184449,1.796450019,4
48,607,55,2,68,7.766949654,6,0.04341100529,1.245100021,1
48,989,59,3,61,4.854311943,6,0.003192274598,0.8968499899,1
49,1922,89,5,65,6.115169525,4,0.01161697693,1.501099944,4
56,2570,123,8,60,16.99972534,4,0.05034806579,1.302449942,3
47,1977,86,5,62,18.38701248,4,0.05744313076,2.468950033,4
46,1208,77,3,58,5.945804596,4,0.01312062703,1.102900028,4
56,1784,96,8,60,18.35881233,6,0.01160584111,1.814049959,3
45,1039,63,2,60,5.05257988,3,0.00566791743,0.9504500031,1
55,2267,115,5,55,19.58197975,1,0.4299380183,3.229949951,0
56,1751,91,9,55,19.17979622,3,0.01576502807,1.781900048,3
46,897,56,2,62,6.637675762,6,0.02815849334,1.285650015,1
56,1434,82,4,55,11.69568157,1,0.004936698824,1.586199999,2
49,521,60,2,69,6.663610458,6,0.006738422904,1.170549989,1
45,694,65,2,62,4.749230862,6,0.0117290793,0.8417000175,1
56,1247,73,3,55,22.06632042,4,0.02001745254,1.727200031,2
56,1994,108,6,56,20.68773842,1,0.2959863842,2.826200008,0
60,1773,113,6,55,15.74886227,1,0.06937810779,1.372449994,3
57,1997,98,6,56,20.53647995,1,0.1802374274,2.708499908,3
55,1441,82,5,60,19.79767227,1,0.01234031655,1.834050059,2
49,166,65,3,63,4.577061176,6,0.01699903049,1.21875,1
51,2400,127,7,58,11.64798927,4,0.0341822505,1.910449982,3
59,1669,102,6,56,6.255380154,1,0.02486082911,1.168650031,3
59,2197,125,6,57,16.04195404,4,0.04479200765,1.803550005,3
48,1509,65,2,63,7.908875465,6,0.05021807551,1.576799989,1
46,1161,63,2,66,4.530303001,3,0.01222873107,1.290599942,1
47,269,57,2,66,5.596578121,6,0.03197773173,1.250550032,1
57,1844,98,5,58,17.2395401,1,0.008881014772,1.95085001,2
57,1840,91,5,57,20.11994362,1,0.008807106875,2.114700079,2
46,787,62,2,66,6.190820217,6,0.02607056685,1.39199996,1
56,2094,93,3,64,15.22552395,4,0.05489476398,1.742050052,4
48,921,66,4,74,6.178199768,6,0.001840362442,0.9958500266,1
47,422,51,1,69,7.585030556,6,0.01477638632,1.289299965,1
55,1217,85,4,57,6.669222355,1,0.03361167014,1.728800058,2
59,1360,103,4,56,6.669222355,1,0.0659911558,1.234500051,2
55,1393,78,4,58,20.47533417,4,0.03142107278,1.788550019,2
56,1265,70,3,57,22.06632042,4,0.00839659851,1.690150023,2
52,2136,98,3,65,9.759883881,1,0.01715139858,1.649449944,4
47,134,53,2,63,3.873099566,9,0.005729577504,1.142249942,1
46,76,66,2,60,8.570746422,6,0.02086952329,1.534150004,1
46,1211,54,2,62,5.276130676,6,0.04596948996,1.584100008,1
47,204,50,1,66,7.637937546,6,0.002821216593,0.7886499763,1
46,704,63,2,61,5.005792141,6,0.0145726474,1.263849974,1
46,60,67,2,64,4.577061176,6,0.00587027194,1.260100007,1
52,1567,86,3,65,6.969512463,6,0.04631983116,1.422150016,4
45,13,73,2,66,5.982233524,9,0.01389281359,1.14594996,1
55,1297,81,4,60,12.24644375,4,0.007262962405,1.482249975,4
47,462,54,2,69,4.616046906,6,0.002035679994,0.8813999891,1
54,1245,69,4,58,20.47533417,4,0.03552079201,1.795150042,2
60,1512,110,4,57,17.5350399,1,0.053804297,1.487300038,2
50,708,62,2,66,7.301342487,4,0.01830773242,1.315799952,1
51,2004,87,5,64,10.77744102,4,0.02863086574,1.277699947,4
47,124,70,2,64,5.248128891,6,0.02756986581,1.381299973,1
57,1661,86,5,55,20.11994362,1,0.02473366261,1.928500056,2
49,1088,76,3,64,11.19084549,4,0.02724329941,1.36014998,4
47,947,62,2,60,5.05257988,6,0.003800407983,0.9595999718,1
55,1463,77,4,59,22.86232758,4,0.02916055731,1.887150049,2
54,1415,92,4,63,15.18422127,4,0.5571627021,3.325750113,0
56,1585,77,4,56,22.41001701,1,0.03217250109,2.014149904,2
49,1205,74,2,59,5.276130676,6,0.05831196532,1.689800024,1
47,1033,57,2,62,4.854311943,6,0.003743523732,0.9318500161,1
47,108,64,2,64,4.577061176,6,0.0116915917,1.066900015,1
46,589,62,2,64,5.29102087,6,0.01487270091,1.262199998,1
48,114,69,2,63,5.248128891,6,0.009747315198,1.283450007,1
54,2061,108,5,59,10.85290432,1,0.02923986688,1.21875,3
50,1938,90,4,64,6.115169525,1,0.01438358892,1.474699974,4
43,10,81,2,62,9.543818474,6,0.007726181298,1.203050017,1
48,760,59,4,63,6.153415203,6,0.003893446876,0.8078500032,1
47,124,67,3,63,4.577061176,6,0.01106455736,0.9186499715,1
54,2542,137,8,55,16.12587166,4,0.2691935301,2.62954998,3
45,1232,49,2,64,4.621278763,6,0.01384087745,1.169849992,1
56,1224,69,3,55,22.06632042,4,0.01902466826,1.743049979,2
46,1035,84,3,66,5.880603313,1,0.09723234922,2.513400078,4
57,1701,118,6,55,19.73122597,1,0.01931312494,1.859750032,3
51,2274,94,4,65,9.759883881,4,0.03981360048,1.628450036,4
52,624,65,2,69,5.502869606,6,0.01001161523,1.244600058,1
42,628,64,2,63,4.749230862,6,0.005765176378,0.8625000119,1
48,1168,58,3,58,5.32907486,6,0.01191443112,0.9842000008,1
46,97,62,2,65,3.873099566,6,0.01751540415,1.191100001,1
55,1221,68,5,57,18.11284447,4,0.02328140102,1.478700042,2
48,155,63,3,63,4.577061176,6,0.01672069915,1.206400037,1
51,1253,88,4,65,12.68012905,4,0.4297235012,3.256299973,0
48,746,75,2,61,4.873876572,6,0.008980768733,1.028499961,1
49,135,55,2,67,5.36279583,6,0.01861587912,1.202149987,1
57,1353,74,4,55,22.78585052,1,0.03383356705,1.777400017,2
46,964,60,2,59,5.726442337,6,0.004313531797,1.088750005,1
56,1857,95,6,58,15.75392628,1,0.01973644644,1.459499955,2
54,2122,114,5,63,10.82009888,1,0.01209943835,1.762949944,3
47,269,73,2,61,6.565292358,6,0.009100898169,1.17474997,1
51,2334,112,5,62,9.759883881,4,0.02801091969,1.486600041,3
56,1462,89,4,70,4.53278923,1,0.01202268712,1.124300003,4
59,1690,113,5,59,14.75756168,1,0.07134608179,1.284700036,3
56,1693,105,7,57,19.61848068,1,0.008708689362,1.38409996,3
57,1713,81,5,57,21.88551903,1,0.01893622987,1.966899991,2
49,1495,79,2,65,7.467814445,4,0.01584397815,1.222149968,4
49,153,68,4,62,4.577061176,6,0.01284748968,1.171300054,1
49,1511,92,4,65,6.748383045,1,0.02131693624,1.320500016,4
49,1124,62,2,59,5.32907486,6,0.03827289864,1.496850014,1
55,1884,86,4,60,17.35907745,1,0.02785980888,2.077049971,2
56,2763,138,8,57,10.31520844,4,0.09900879115,1.322600007,3
56,1856,105,5,57,17.2395401,1,0.007592633832,2.026000023,2
48,969,67,2,65,4.874920368,6,0.00586997252,0.9157999754,1
55,2476,107,5,55,19.86532021,1,0.4416442215,3.596299887,0
46,632,60,2,66,4.397960186,6,0.002696056152,0.8831499815,1
46,681,60,2,64,4.749230862,6,0.02080412582,0.859950006,1
50,1864,117,5,58,17.2395401,1,0.01593328454,2.010900021,3
42,18,58,2,63,8.313504219,9,0.03078458644,1.528300047,1
51,1899,88,2,68,8.919608116,1,0.02236059122,1.488199949,4
57,1804,116,5,57,15.74886227,1,0.07790242881,1.356349945,3
55,1265,71,4,56,22.06632042,4,0.04105704278,1.805799961,2
44,8,62,2,70,5.248128891,6,0.01860573329,1.511749983,1
46,674,60,2,63,4.749230862,6,0.007535504177,0.9157000184,1
49,1109,69,3,62,5.276130676,3,0.01679108106,1.244950056,4
48,117,78,3,64,5.248128891,6,0.009812872857,1.277050018,1
46,606,57,2,68,4.880426884,6,0.01954877749,0.8283500075,1
51,1680,83,4,64,6.469658852,1,0.04640337825,1.694949985,4
43,22,55,2,66,8.570746422,6,0.01036092732,1.403399944,1
45,1152,65,2,60,4.234931946,3,0.007151484024,1.186750054,1
56,2143,126,7,50,12.98832226,1,0.1297176033,2.464400053,3
46,161,57,2,68,5.36279583,9,0.01593500376,1.166000009,1
48,1234,75,2,71,6.255380154,1,0.009443048388,0.9352499843,4
48,1201,57,2,64,7.908875465,6,0.01643314399,1.182250023,1
58,1747,106,5,57,15.74886227,1,0.06190595776,1.363399982,2
57,2211,118,5,55,19.58197975,1,0.3030197918,3.43114996,0
50,1071,71,2,66,12.68012905,4,0.4869309962,3.401550055,0
48,741,68,2,73,5.912354946,6,0.02368572541,1.398100019,1
50,1142,59,2,60,5.32907486,6,0.01345675439,1.058799982,1
48,170,76,2,55,7.281767368,6,0.03041588329,1.396049976,1
48,1187,64,2,59,5.276130676,6,0.01163889933,1.168599963,1
45,568,57,2,66,4.880426884,6,0.01410788205,0.9487000108,1
49,1850,79,4,69,6.378098965,1,0.04029992223,1.607650042,4
54,2425,143,8,57,17.76881218,4,0.6126799583,3.765799999,0
55,1820,100,5,59,21.88551903,1,0.1548746079,2.527899981,2
46,167,58,2,63,3.873099566,9,0.01736405492,1.176699996,1
48,576,67,2,70,4.734521866,6,0.01519839,0.8512499928,1
54,1159,84,4,64,12.24644375,1,0.01045274734,1.435250044,4
49,718,56,2,65,7.301342487,6,0.02259616368,1.32404995,1
50,994,89,3,61,7.766949654,1,0.02900188603,1.27094996,4
55,1906,100,5,58,20.53647995,1,0.3251254261,3.162750006,0
55,2176,97,5,57,19.86532021,1,0.398552835,3.277650118,0
43,11,75,2,62,9.543818474,6,0.009036881849,1.184149981,1
57,1816,81,5,59,18.35881233,3,0.02026702464,1.766899943,2
51,2036,68,2,71,3.891039133,6,0.008095969446,1.274049997,4
53,1183,75,3,65,11.69568157,1,0.01507679932,1.433400035,4
56,1840,85,5,60,13.32112122,4,0.0130845122,1.813699961,2
46,838,65,2,60,4.621278763,6,0.02502417006,1.184900045,1
56,1458,63,5,56,22.78585052,1,0.01627695002,1.859249949,2
47,503,62,2,69,4.734521866,6,0.003213112475,0.9853000045,1
52,1490,84,6,62,8.634547234,1,0.01179512683,1.47784996,4
53,1285,60,3,62,10.89016056,6,0.0192227643,1.405400038,4
47,915,55,2,62,6.637675762,6,0.02110593766,1.249349952,1
48,197,57,2,62,4.577061176,6,0.01407941617,0.8208500147,1
49,1274,60,4,59,7.908875465,6,0.06107521802,1.54945004,1
46,659,54,2,62,5.086588383,6,0.002445205813,1.007850051,1
45,717,72,3,60,4.643328667,6,0.02620638721,1.110399961,1
